@relation PresenceOfPecans
@attribute Site numeric
@attribute LATITUDE numeric
@attribute ELEV numeric
@attribute COKLM numeric
@attribute MWM numeric
@attribute MCM numeric
@attribute RHIGH numeric
@attribute RLOW numeric
@attribute RRCORR numeric
@attribute CMAT numeric
@attribute CRR numeric
@attribute RRCORR2 numeric
@attribute SEASON {1,2,3,4}
@attribute RRCORR3 numeric
@attribute ET numeric
@attribute BT numeric
@attribute PET numeric
@attribute AE numeric
@attribute RUNOFF numeric
@attribute BIO5 numeric
@attribute BAR5 numeric
@attribute NAGP numeric
@attribute TEMP numeric
@attribute WATD numeric
@attribute MI numeric
@attribute HIRX numeric
@attribute SNOWAC numeric
@attribute RRANGE numeric
@attribute TRANGE numeric
@attribute REVEN numeric
@attribute MRAIN numeric
@attribute MTEMP numeric
@attribute SDTEMP numeric
@attribute SDRAIN numeric
@attribute CVTEMP numeric
@attribute CVRAIN numeric
@attribute WSTORAGE numeric
@attribute PTOAE numeric
@attribute PTOWATD numeric
@attribute PTORUN numeric
@attribute PTOWATR numeric
@attribute PGROW numeric
@attribute GROWC numeric
@attribute WLTGRC numeric
@attribute WATDGRC numeric
@attribute RUNGRC numeric
@attribute WATRGRC numeric
@attribute WRET numeric
@attribute PERWLTG numeric
@attribute PERWDEF numeric
@attribute PERWRET numeric
@attribute DEFPER numeric
@attribute AVWAT numeric
@attribute CLIM numeric
@attribute CLASS {D, W}
@attribute MEDSTAB numeric
@attribute SUCSTAB numeric
@attribute SUCSTAB2 numeric
@attribute WACCESS numeric
@attribute LLAT numeric
@attribute LBIO5 numeric
@attribute LNAGP numeric
@attribute LMEANELV numeric
@attribute LET numeric
@attribute LPET numeric
@attribute LAE numeric
@attribute LBT numeric
@attribute LTRANGE numeric
@attribute LCMAT numeric
@attribute LMCM numeric
@attribute LMWM numeric
@attribute LMTEMP numeric
@attribute LCVTEMP numeric
@attribute LCRR numeric
@attribute LREVEN numeric
@attribute LRRCORR2 numeric
@attribute LRRCORR3 numeric
@attribute LRRANGE numeric
@attribute LDEFPER numeric
@attribute LPERWDEF numeric
@attribute LPTOAE numeric
@attribute LRUNOFF numeric
@attribute LRHIGH numeric
@attribute LRLOW numeric
@attribute LCOKLM numeric
@attribute LPERWLTG numeric
@attribute LSNOWAC numeric
@attribute LWACCESS numeric
@attribute LPTORUN numeric
@attribute LRUNGRC numeric
@attribute LWRET numeric
@attribute LWLTGRC numeric
@attribute LBAR5 numeric
@attribute LMRAIN numeric
@attribute LWATD numeric
@attribute LCVRAIN numeric
@attribute LPTOWATD numeric
@attribute LPTOWATR numeric
@attribute LWATRGRC numeric
@attribute LHIRX numeric
@attribute LSSTAB2 numeric
@attribute EXPREY numeric
@attribute LEXPREY numeric
@attribute Pecans {0,1}
@data
260,3.82,3,539,25.72,24.22,525.27,33.02,7,24.8657,3264.662,11.5,4,4.5,23.2398,24.8657,1361.6466,1358.3017,2019.5508,51245.3087,14.753,3473.5517,61.001,3.3449,139.7584,0.4171,0,492.25,1.5,1.9307,6.2863,97.879,0.4932,169.3866,1.9834,62.2619,373.93,1.0025,407.0814,0.6742,4.718,26,12,0,1,11,12,288.6075,0.001,0.0833,1,8.3333,8,7,W,1.7645,0.0243,0.0243,1.019,0.5832,4.7097,3.5408,0.4786,1.3662,3.1341,3.133,1.3956,0.1761,1.7772,1.8705,1.4103,2.0081,3.4774,3.5138,0.2857,-3,1.0212,2.6922,0.9213,-1.0301,0.0054,3.3053,2.7204,1.5188,2.7316,-1.9586,-2,0.0124,-0.1648,1.0418,2.4603,-2,1.1689,0.7984,0.5257,1.7942,2.6097,0.6747,1.0795,-0.3798,-1.4647,110.8538,2.0448,0
261,7.63,557,866,24.72,22.89,268.99,46.99,4,24.1852,2230.12,8.5,3,4.5,21.9774,24.1852,1269.0895,1269.0895,820.9048,49190.202,15.8519,3103.1098,64.0676,0,75.726,0.5691,0,222,1.83,1.4474,17.4691,97.3752,0.5642,76.8245,2.333,41.3383,373.93,1,1269.0895,1.546,3.7759,30,12,0,0,12,12,336.0983,0.001,0,1,0,8,6,W,0.3504,0.0197,0.0197,1.019,0.8831,4.6919,3.4918,2.7459,1.342,3.1035,3.1035,1.3835,0.2625,1.7722,1.8627,1.393,2.0059,3.4775,3.3483,0.1606,-3,1.0212,2.3464,-2,-2,0.0043,2.9143,2.4297,1.672,2.9375,-1.9586,-2,0.0124,0.192,1.0795,2.5265,-2,1.2001,1.2423,-2,1.6164,3.1035,0.5782,1.0795,-0.2448,-1.5272,120.3546,2.0805,0
262,2.53,183,1501,25.28,24.28,336.04,149.1,5.5,24.8935,2801.874,10,4,4.5,23.5803,24.8935,1364.3065,1364.3065,1378.6707,51302.6331,14.6618,3499.0797,61.8228,0,105.3698,0.4869,0,186.94,1,1.4392,44.3697,98.5771,0.3165,63.7018,1.2712,27.2825,373.93,1,1364.3065,0.9896,3.6486,36,12,0,0,12,12,373.93,0.001,0,1,0,8,7,W,0.6699,0.0202,0.0202,1.019,0.4048,4.7101,3.544,2.2625,1.3725,3.1349,3.1349,1.3961,0,1.7774,1.8709,1.4028,2.0111,3.4773,3.4474,0.1581,-3,1.0212,2.2717,-2,-2,0.0043,3.1395,2.5264,2.1735,3.1764,-1.9586,-2,0.0124,-0.0002,1.0795,2.5728,-2,1.1662,1.6471,-2,1.4359,3.1349,0.5633,1.0795,-0.3126,-1.52,56.2339,1.75,0
263,7.55,36,6,26,23.28,388.11,51.05,4.5,24.9583,2250.948,9,4,4.5,21.9379,24.9583,1383.3882,1197.8452,1136.3063,36697.9865,13.0166,2819.3251,61.1216,185.543,62.7127,0.6146,0,337.06,2.72,2.069,13.1535,96.169,1.0565,123.0235,4.2331,65.5849,174.52,1.1549,7.4559,1.2174,14.9804,26,12,0,3,9,8,92.3465,0.001,0.25,0.6667,25,7,6,W,0.8648,0.028,0.028,1.019,0.8785,4.5646,3.4501,1.5564,1.3412,3.1409,3.0784,1.3972,0.4346,1.7778,1.865,1.415,2.0007,3.4777,3.3524,0.3158,-3,1.0212,2.5277,1.3981,-0.585,0.0663,3.0555,2.589,1.708,0.7789,-1.9586,-2,0.0124,0.089,0.9547,1.9655,-2,1.1145,1.119,2.2685,1.8168,0.8731,1.1758,0.9036,-0.2114,-1.4202,323.5808,2.51,0
264,5.8,505,400,27.22,24.89,280.92,4.06,6,25.787,1321.816,10.5,4,4.5,23.3334,25.787,1507.0023,1213.4946,434.9092,14882.3974,5.1662,2880.7318,57.7011,293.5077,-12.2884,1.1401,0,276.86,2.33,2.5503,1.4453,96.7737,0.7487,90.4632,2.9033,82.1263,373.93,1.2419,5.1345,3.4651,13.4986,16,12,2,4,8,9,111.6411,0.1667,0.3333,0.75,33.3333,6,7,W,2.9226,8.4886,8.4886,0.8533,0.7642,4.1727,3.4595,2.7033,1.368,3.1781,3.084,1.4114,0.3674,1.7838,1.8744,1.4349,2.0033,3.4775,3.1212,0.4066,-3,1.0212,2.4423,1.523,-0.4643,0.0976,2.6384,2.4486,0.6085,2.6021,-0.7528,-2,-0.0638,0.541,0.9036,2.0479,0.3032,0.7132,0.16,2.4676,1.9145,0.7113,1.1306,0.9547,0.0569,0.9293,2370.2346,3.3748,0
265,18,575,1395,27,22.08,192.91,16,1,25.3492,1218.724,5.5,2,4.5,20.5263,25.3492,1462.1616,1341.1323,262.234,13715.3862,4.0328,3400.9707,59.806,121.0293,-16.6492,1.1997,0,176.91,4.92,1.8995,8.294,93.1667,1.8145,68.4171,7.158,67.3659,373.93,1.0902,12.0811,5.5758,14.8771,14,12,0,6,6,9,98.2829,0.001,0.5,0.75,50,7,6,W,0.0448,0.0306,0.0306,1.019,1.2555,4.1372,3.5316,2.7597,1.3123,3.165,3.1275,1.404,0.692,1.7807,1.8578,1.4314,1.9875,3.4782,3.0859,0.2786,-3,1.0212,2.2478,1.6991,-0.2924,0.0415,2.4187,2.2854,1.2041,3.1446,-1.9586,-2,0.0124,0.7471,0.7789,1.9925,-2,0.6056,0.9188,2.0829,1.8284,1.0825,1.1728,0.9547,0.0791,-1.3915,2461.444,3.3912,0
266,23.52,1442,558,23.14,15.11,173.74,67.95,0.1,19.6158,1505.203,4.6,2,4.5,16.5577,19.6158,930.8873,930.8873,567.9208,37881.3979,20.4201,1855.108,69.134,0,61.6955,0.6184,0,105.79,8.03,1.3851,39.1102,88.2154,2.8621,31.7534,14.5907,25.3149,174.52,1,930.8873,1.6391,5.334,36,12,0,0,12,12,174.52,0.001,0,1,0,8,4,W,0.0001,0.0131,0.0131,1.019,1.3716,4.5784,3.2684,3.159,1.219,2.9689,2.9689,1.2926,0.9047,1.7373,1.8136,1.3644,1.9648,3.4792,3.1776,0.1415,-3,1.0212,2.0244,-2,-2,0.0043,2.7543,2.2399,1.8322,2.7466,-1.9586,-2,0.0124,0.2172,1.0795,2.2419,-2,1.3101,1.5923,-2,1.4034,2.9689,0.7279,1.0795,-0.2087,-1.6364,424.992,2.6284,0
267,14.7,144,2,26.11,22,270,97.03,2,24.338,2083.054,6.5,3,4.5,20.6422,24.338,1306.3225,1306.3225,767.4224,38351.7227,11.7799,3255.6947,61.6529,0,59.4594,0.6271,0,172.97,4.11,1.5554,35.937,94.2202,1.4611,50.6336,6.0035,29.1689,174.52,1,1306.3225,1.7022,7.4852,28,12,0,0,12,12,174.52,0.001,0,1,0,8,6,W,0.0955,0.0194,0.0194,1.019,1.1676,4.5838,3.5126,2.1584,1.3148,3.1161,3.1161,1.3863,0.6138,1.7733,1.8573,1.4168,1.9922,3.478,3.3187,0.1918,-3,1.0212,2.238,-2,-2,0.0043,2.885,2.4314,1.9869,0.3032,-1.9586,-2,0.0124,0.2336,1.0795,2.2419,-2,1.0711,1.5555,-2,1.4649,3.1161,0.8748,1.0795,-0.2027,-1.5317,182.944,2.2623,0
268,27.2,744,44,24.11,13.28,176.02,82.04,-3,18.9815,1733.042,1.5,1,4.5,15.9941,18.9815,917.3532,917.3532,771.1474,40671.1739,22.4634,1810.5508,65.5501,0,88.9176,0.5293,0,93.98,10.83,1.2188,46.6083,84.3293,3.84,26.0926,20.2301,18.0672,174.52,1,917.3532,1.1896,5.2564,32,12,0,0,12,12,174.52,0.001,0,1,0,8,4,W,0.0634,0.01,0.01,1.019,1.4347,4.6093,3.2578,2.8716,1.204,2.9625,2.9625,1.2783,1.0346,1.7322,1.8013,1.3822,1.9461,3.48,3.2388,0.0859,-3,1.0212,1.973,-2,-2,0.0043,2.8871,2.2456,1.914,1.6436,-1.9586,-2,0.0124,0.079,1.0795,2.2419,-2,1.3515,1.6685,-2,1.2569,2.9625,0.7215,1.0795,-0.2763,-1.699,464.782,2.6673,0
269,0.3,400,1040,25.39,23.89,361.95,204.47,5,24.7917,3274.568,9.5,4,4.5,22.9591,24.7917,1349.0618,1349.0618,1790.248,50972.7502,14.8418,3434.4157,61.9125,0,142.7293,0.412,0,157.48,1.5,1.3264,56.4912,97.869,0.4563,57.3082,1.8408,21.0012,373.93,1,1349.0618,0.7536,3.6078,36,12,0,0,12,12,373.93,0.001,0,1,0,8,7,W,0.3767,0.0163,0.0163,1.019,-0.5086,4.7073,3.5359,2.6021,1.361,3.13,3.13,1.3943,0.1761,1.7766,1.8686,1.4047,2.008,3.4774,3.5152,0.1227,-3,1.0212,2.1972,-2,-2,0.0043,3.2529,2.5586,2.3106,3.017,-1.9586,-2,0.0124,-0.1171,1.0795,2.5728,-2,1.1715,1.752,-2,1.3222,3.13,0.5584,1.0795,-0.3851,-1.58,116.9209,2.0679,0
270,15.5,1439,590,26.39,22,216.92,1.02,2,24.412,877.062,6.5,3,4.5,20.583,24.412,1315.5241,820.0009,209.6446,7205.7269,4.7945,1502.9059,61.0744,495.5231,-33.3298,1.4999,0,215.9,4.39,2.9679,0.4702,93.8507,1.3726,73.7347,5.6227,100.8841,196.84,1.6043,2.6548,6.275,31.4112,10,12,5,7,5,6,41.8808,0.4167,0.5833,0.5,58.3333,4,6,D,0.3605,23.5892,23.5892,0.6033,1.1906,3.8577,3.1769,3.1581,1.3135,3.1191,2.9138,1.3876,0.6425,1.7739,1.8573,1.4214,1.9906,3.4779,2.943,0.4724,-3,1.0212,2.3343,1.766,-0.2267,0.208,2.3215,2.3363,0.0086,2.7709,-0.3699,-2,-0.2123,0.7983,0.6998,1.6221,0.6998,0.6807,-0.3277,2.6951,2.0038,0.4257,1.4972,0.7789,0.1761,1.3729,1743.0936,3.2413,0
271,21.98,2098,35,23.11,15.78,242.06,31.5,-3,19.4954,1463.294,1.5,1,4.5,16.8406,19.4954,913.3262,913.3262,543.0357,29776.2469,16.5665,1797.3763,69.5532,0,60.2159,0.6242,0,210.56,7.33,1.9851,13.0133,89.238,2.4449,71.9825,12.5412,59.0305,174.52,1,913.3262,1.6819,5.8714,26,12,0,0,12,12,155.5539,0.001,0,1,0,8,5,W,0.2649,0.0196,0.0196,1.019,1.3422,4.4739,3.2546,3.3218,1.2264,2.9606,2.9606,1.2899,0.8651,1.7364,1.8181,1.3638,1.9696,3.4789,3.1653,0.2978,-3,1.0212,2.3234,-2,-2,0.0043,2.7348,2.3839,1.4983,1.5442,-1.9586,-2,0.0124,0.2284,1.0795,2.1919,-2,1.2192,1.1144,-2,1.7711,2.9606,0.7695,1.0795,-0.2047,-1.5287,834.9292,2.9217,0
272,3.13,157,1145,27.89,25.78,300.99,40.89,6,26.6852,2102.358,10.5,4,4.5,24.1539,26.6852,1650.1801,1544.1069,740.1258,29968.2625,6.9736,4297.3866,55.9017,106.0732,27.4017,0.7849,0,260.1,2.11,1.718,13.5852,97.1052,0.7851,98.0769,2.942,55.9811,373.93,1.0687,15.557,2.2296,8.8461,23,12,0,2,10,10,186.5437,0.001,0.1667,0.8333,16.6667,7,7,W,1.4354,0.0291,0.0291,1.019,0.4969,4.4767,3.6332,2.1959,1.383,3.2175,3.1887,1.4263,0.3243,1.7902,1.8796,1.4454,2.0048,3.4775,3.3227,0.235,-3,1.0212,2.4151,1.2221,-0.7528,0.0329,2.8693,2.4786,1.6116,3.0588,-1.9586,-2,0.0124,0.3502,1.0004,2.2708,-2,0.8435,1.1331,2.0256,1.748,1.1922,0.9472,1.0004,-0.1052,-1.4078,314.9348,2.4982,0
273,5.82,72,1420,27.22,25.89,420.37,53.09,1,26.6157,2868.422,5.5,2,4.5,24.7619,26.6157,1655.5296,1655.2909,1245.1031,47452.9271,9.8386,4823.1568,56.952,0.2387,73.2631,0.5772,0,367.28,1.33,1.7586,12.6294,98.1584,0.4497,127.5216,1.6898,53.3485,373.93,1.0001,6935.6079,1.3296,6.5464,28,12,0,1,11,12,252.8931,0.001,0.0833,1,8.3333,8,7,W,0.0374,0.0268,0.0268,1.019,0.7657,4.6763,3.6833,1.8574,1.3938,3.2189,3.2189,1.4251,0.1239,1.7897,1.8802,1.4349,2.0093,3.4774,3.4576,0.2452,-3,1.0212,2.565,0.9213,-1.0301,0.0044,3.0952,2.6236,1.725,3.1523,-1.9586,-2,0.0124,0.127,1.0418,2.403,-2,0.9929,1.1014,-0.6043,1.7271,3.8411,0.8167,1.0795,-0.2387,-1.4342,151.5074,2.1804,0
274,12.73,1412,1407,26,21,96.77,15.34,6,23.5408,549.5,10.5,4,4.5,19.8462,23.5408,1211.4013,801.5839,305.2445,4806.0629,3.3207,1447.2892,62.3469,409.8173,-54.6393,2.2046,0,81.43,5,2.1133,15.852,92.9577,1.7558,29.7954,7.4584,65.0672,373.93,1.5113,2.956,3.9686,19.5806,10,12,4,6,6,7,61.8675,0.3333,0.5,0.5833,50,5,6,W,2.6209,15.78,15.78,0.6867,1.1052,3.6818,3.1606,3.1498,1.2977,3.0833,2.9039,1.3718,0.699,1.7675,1.8513,1.415,1.9866,3.4782,2.74,0.325,-3,1.0212,1.9108,1.6991,-0.2924,0.1822,2.4847,1.9857,1.1858,3.1483,-0.4643,-2,-0.157,0.5997,0.7789,1.7915,0.6031,0.5212,1.2001,2.6126,1.8134,0.4722,1.292,0.8457,0.3433,1.1984,8589.5218,3.934,0
275,5.77,59,2,27.28,24.39,283.97,13.97,3.5,26.1482,1547.876,8,3,4.5,22.6939,26.1482,1562.8296,1052.0277,617.4538,16575.6394,7.293,2272.8204,57.9392,510.8019,-0.9568,1.0097,0,270,2.89,2.2015,4.9195,96.0017,1.0849,105.2109,4.149,81.5653,196.84,1.4855,3.0596,2.5311,18.5041,17,12,4,5,7,7,84.4584,0.3333,0.4167,0.5833,41.6667,5,7,W,0.7328,12.8069,12.8069,0.6867,0.7619,4.2195,3.3566,1.7709,1.3559,3.1939,3.022,1.4174,0.4609,1.7864,1.8715,1.4358,2,3.4777,3.1897,0.3427,-3,1.0212,2.4314,1.6199,-0.3699,0.1748,2.7906,2.4533,1.1452,0.3032,-0.4643,-2,-0.157,0.405,0.8457,1.9267,0.6031,0.8629,0.6919,2.7083,1.9115,0.4871,1.2675,0.8457,0.0042,1.1078,646.8738,2.8108,0
276,20.38,3641,240,20,13.61,352.55,16.51,-1.5,17.3935,1782.572,3,2,4.5,15.5598,17.3935,812.7433,800.76,950.5593,38271.3782,26.4887,1444.8206,76.5619,11.9832,119.3278,0.4559,0,336.04,6.39,2.3733,4.683,90.1692,2.2565,122.1197,12.9732,82.2091,306.1306,1.015,67.8236,0.855,3.1648,26,12,0,2,10,12,256.8081,0.001,0.1667,1,16.6667,7,4,W,0.0646,0.0181,0.0181,1.019,1.3094,4.5829,3.1598,3.5612,1.192,2.91,2.9035,1.2404,0.8055,1.7193,1.8035,1.301,1.9739,3.479,3.251,0.3754,-3,1.0212,2.5264,1.2221,-0.7528,0.0107,2.978,2.5472,1.2177,2.3802,-1.9586,-2,0.0124,-0.063,1.0004,2.4096,-2,1.4231,0.6705,1.0789,1.9149,1.8314,0.5017,1.0795,-0.3411,-1.5513,324.9956,2.5119,0
277,17.22,2289,735,24.22,18.72,658.11,3.05,2,22.0648,2850.896,6.5,3,4.5,18.428,22.0648,1076.3601,1064.0511,1415.7783,44588.3525,19.2515,2316.1022,67.1166,12.3089,164.8645,0.3776,0,655.06,5.5,2.7701,0.4634,92.0543,1.9446,228.296,8.8133,96.0944,313.7194,1.0116,87.4457,0.7603,5.2903,24,12,0,1,11,11,203.4585,0.001,0.0833,0.9167,8.3333,7,6,W,0.1501,0.0235,0.0235,1.019,1.2363,4.6492,3.3648,3.3596,1.2655,3.032,3.027,1.3437,0.7404,1.7564,1.8371,1.3842,1.9825,3.4784,3.455,0.4425,-3,1.0212,2.8163,0.9213,-1.0301,0.0093,3.151,2.8183,0.4843,2.8663,-1.9586,-2,0.0124,-0.1133,1.0418,2.3085,-2,1.2845,-0.334,1.0906,1.9827,1.9418,0.7243,1.0418,-0.423,-1.475,497.3177,2.6966,0
278,2.63,95,750,29.11,27,386.08,52.07,4,27.8472,2311.908,8.5,3,4.5,25.1209,27.8472,1795.0591,1650.0905,919.9563,28772.9028,5.9968,4798.0292,53.0696,144.9686,28.7929,0.7764,0,334.01,2.11,2.004,13.4868,97.1529,0.7655,119.5254,2.7488,62.0399,373.93,1.0879,12.3824,1.9512,9.3293,20,12,0,3,9,10,192.411,0.001,0.25,0.8333,25,7,7,W,0.8453,0.0351,0.0351,1.019,0.4216,4.459,3.6811,1.9778,1.4,3.2541,3.2175,1.4448,0.3243,1.7983,1.8865,1.464,2.005,3.4775,3.364,0.3019,-3,1.0212,2.5238,1.3981,-0.585,0.0406,2.9638,2.5867,1.7166,2.8751,-1.9586,-2,0.0124,0.2925,0.9547,2.2843,-2,0.7779,1.1299,2.1613,1.7927,1.0932,0.9703,1.0004,-0.1099,-1.3458,226.7447,2.3555,0
279,3.77,89,65,27.11,25.28,323.34,10.92,4,26.2454,1397.254,8.5,3,4.5,23.9209,26.2454,1590.8148,1176.5927,616.5095,13701.7342,5.0065,2736.777,57.6107,414.222,-12.1674,1.1385,0,312.42,1.83,2.7769,3.3772,97.4622,0.5962,115.7041,2.2717,99.3698,373.93,1.3521,3.8405,2.5804,10.1986,14,12,3,4,8,8,155.9839,0.25,0.3333,0.6667,33.3333,6,7,W,1.4485,14.1696,14.1696,0.77,0.5775,4.1368,3.4372,1.9494,1.3788,3.2016,3.0706,1.4191,0.2625,1.7871,1.8767,1.4331,2.0063,3.4774,3.1453,0.4436,-3,1.0212,2.4947,1.523,-0.4643,0.1342,2.7899,2.5097,1.0382,1.813,-0.585,-2,-0.1079,0.4134,0.9036,2.1931,0.4786,0.6995,0.5286,2.6172,1.9973,0.5855,1.009,0.9036,0.0563,1.1517,1301.2467,3.1144,0
280,8.77,420,1280,26.78,25.39,388.62,13.21,2,26.2176,2231.898,6.5,3,4.5,24.2959,26.2176,1594.2345,1536.0582,818.2934,32706.1899,7.677,4260.2662,58.1105,58.1763,39.9981,0.7143,0,375.41,1.39,2.0895,3.3992,98.0635,0.4241,124.9485,1.6175,67.1797,373.93,1.0379,27.4035,1.9482,8.0554,23,12,0,3,9,10,197.9094,0.001,0.25,0.8333,25,7,7,W,0.2133,0.0348,0.0348,1.019,0.9435,4.5146,3.6294,2.6233,1.3855,3.2026,3.1864,1.4186,0.143,1.7869,1.8773,1.4278,2.0089,3.4774,3.3487,0.32,-3,1.0212,2.5745,1.3981,-0.585,0.0203,2.9129,2.5895,1.1209,3.1072,-1.9586,-2,0.0124,0.2919,0.9547,2.2965,-2,0.8852,0.5314,1.7648,1.8272,1.438,0.9066,1.0004,-0.1461,-1.3487,276.9548,2.4424,0
281,9.68,1348,514,28.28,25.61,107.95,0.03,5,27.1389,496.8494,9.5,4,4.5,23.7083,27.1389,1712.4542,496.8494,0,1749.5065,2.6741,654.234,55.3721,1215.6048,-70.9861,3.4466,0,107.92,2.67,2.6072,0.0278,96.3564,0.7711,42.566,2.8412,102.8062,196.84,3.4466,1.4087,1712.4542,1712.4542,5,12,7,12,0,0,0,0.5833,1,0,100,2,7,D,3.4982,51.1321,51.1321,0.4367,0.9863,3.2429,2.8157,3.1297,1.3749,3.2336,2.6962,1.4336,0.4265,1.7934,1.8786,1.4515,2.0015,3.4775,2.6962,0.4162,-3,1.0212,2.0331,2,0.0043,0.5386,-2,2.0332,-1.5229,2.711,-0.2267,-2,-0.35,3.2336,-2,-2,0.8457,0.4272,-1.556,3.0848,2.012,0.1519,3.2336,-2,0.5374,1.7088,677.7794,2.8311,0
282,2.53,104,2,27.28,26.22,416.05,4.06,4.5,26.662,1954.276,9,4,4.5,25.2638,26.662,1663.7969,1282.8746,667.705,19855.7448,6.2849,3159.263,56.5892,380.9223,17.4588,0.8514,0,411.99,1.06,2.5547,0.9758,98.5335,0.4181,155.4899,1.568,95.4768,373.93,1.2969,4.3678,2.4918,10.7419,15,12,3,4,8,8,154.889,0.25,0.3333,0.6667,33.3333,6,7,W,1.5879,12.2948,12.2948,0.77,0.4048,4.2979,3.4996,2.0171,1.4025,3.2211,3.1082,1.4259,0.0253,1.79,1.8821,1.4358,2.0109,3.4773,3.291,0.4073,-3,1.0212,2.6149,1.523,-0.4643,0.1162,2.8246,2.6191,0.6085,0.3032,-0.585,-2,-0.1079,0.3983,0.9036,2.19,0.4786,0.7983,-0.0106,2.5808,1.9799,0.6413,1.0315,0.9036,-0.0699,1.0901,1149.5661,3.0605,0
283,23.5,2597,75,21.72,14.61,252.98,39.12,-1,18.4583,1425.448,3.5,2,4.5,16.2059,18.4583,862.2467,862.2467,589.9433,29814.3238,18.2506,1633.6099,72.6172,0,65.3179,0.6049,0,213.86,7.11,2.1297,15.4637,89.3435,2.365,74.8799,12.8126,63.037,174.52,1,862.2467,1.4616,5.7211,26,12,0,0,12,12,150.7133,0.001,0,1,0,8,4,W,0.0305,0.0198,0.0198,1.019,1.3713,4.4744,3.2131,3.4145,1.2097,2.9356,2.9356,1.2662,0.8519,1.728,1.8103,1.3369,1.9701,3.479,3.154,0.3283,-3,1.0212,2.3301,-2,-2,0.0043,2.7708,2.4031,1.5924,1.8751,-1.9586,-2,0.0124,0.1678,1.0795,2.1782,-2,1.2613,1.1893,-2,1.7996,2.9356,0.7582,1.0795,-0.2183,-1.5258,873.5828,2.9413,0
284,9.13,443,965,25.72,23.11,316.48,36.07,4,24.6482,2138.934,8.5,3,4.5,21.8534,24.6482,1335.9273,1335.9273,924.8212,39012.1012,11.5452,3379.0879,61.8023,0,60.1086,0.6246,0,280.41,2.61,1.7755,11.3972,96.3094,0.9056,98.4429,3.674,55.2291,373.93,1,1335.9273,1.4445,4.5318,28,12,0,0,12,12,294.7924,0.001,0,1,0,8,6,W,0.5492,0.0244,0.0244,1.019,0.9609,4.5912,3.5288,2.6464,1.3395,3.1258,3.1258,1.3918,0.4166,1.7756,1.864,1.4103,2.0013,3.4777,3.3302,0.2493,-3,1.0212,2.4478,-2,-2,0.0043,2.9661,2.5003,1.5571,2.9845,-1.9586,-2,0.0124,0.1627,1.0795,2.4695,-2,1.0624,1.0568,-2,1.7422,3.1258,0.6572,1.0795,-0.2044,-1.4634,204.6218,2.311,0
285,3.7,206,91,29.11,26.72,211.07,1.02,4,27.9861,758.952,8.5,3,4.5,24.7166,27.9861,1807.7404,726.3291,150.0101,3903.2331,3.1765,1228.8009,53.2687,1081.4113,-58.0165,2.3819,0,210.05,2.39,3.3373,0.4833,96.7751,0.8977,76.8282,3.2077,121.4753,196.84,2.4889,1.6716,12.0508,95.0742,8,12,7,9,3,3,19.014,0.5833,0.75,0.25,75,2,7,D,2.476,57.5568,57.5568,0.4367,0.5694,3.5914,3.0895,2.3139,1.393,3.2571,2.8611,1.4469,0.3784,1.7992,1.8849,1.464,2.0034,3.4776,2.8802,0.5234,-3,1.0212,2.3223,1.8751,-0.1192,0.3977,2.1761,2.3244,0.0086,1.9591,-0.2267,-2,-0.35,1.0814,0.4786,1.2793,0.8457,0.5019,-0.3158,3.034,2.0845,0.2257,1.9781,0.4786,0.3769,1.7602,2495.1259,3.3971,0
286,2.42,65,555,27,25.39,361.95,39.12,6,26.0093,2096.262,10.5,4,4.5,24.1503,26.0093,1548.5851,1435.2016,787.5387,29007.6708,7.6214,3806.0582,57.7212,113.3835,35.3663,0.7387,0,322.83,1.61,2.072,10.8081,97.7639,0.6186,119.7995,2.3782,68.5789,373.93,1.079,13.6579,1.9664,8.6348,21,12,0,3,9,9,179.342,0.001,0.25,0.75,25,7,7,W,1.9346,0.0352,0.0352,1.019,0.3856,4.4625,3.5805,1.813,1.3829,3.1899,3.1569,1.4151,0.2068,1.7854,1.8773,1.4314,2.0076,3.4775,3.3214,0.3164,-3,1.0212,2.509,1.3981,-0.585,0.037,2.8963,2.5586,1.5924,2.7443,-1.9586,-2,0.0124,0.2959,0.9547,2.2537,-2,0.882,1.0337,2.0546,1.8362,1.1357,0.9368,0.9547,-0.1315,-1.3449,522.1982,2.7178,0
287,0.07,344,1295,25.39,24.11,429.01,214.88,6.5,25.0417,3653.536,11,4,4.5,23.2694,25.0417,1386.1317,1386.1317,2250.5498,51769.2437,14.4104,3592.4891,61.7403,0,163.5778,0.3794,0,214.13,1.28,1.4091,50.0874,98.1816,0.4035,69.5756,1.6113,22.852,373.93,1,1386.1317,0.6159,3.7069,36,12,0,0,12,12,373.93,0.001,0,1,0,8,7,W,0.7516,0.0168,0.0168,1.019,-1.0969,4.7141,3.5554,2.5366,1.3668,3.1418,3.1418,1.3987,0.1072,1.7785,1.8699,1.4047,2.0094,3.4774,3.5627,0.1489,-3,1.0212,2.3307,-2,-2,0.0043,3.3523,2.6325,2.3322,3.1123,-1.9586,-2,0.0124,-0.2035,1.0795,2.5728,-2,1.1587,1.6997,-2,1.3589,3.1418,0.5702,1.0795,-0.4209,-1.5719,142.7842,2.1547,0
